aid,dt.published,dt.funded,donation,donor,title,journalist,donation.med,donation.mean,donation.min,donation.max,donation.p25,donation.p75,n.images,n.words,url.article,url.detail,n.donor.indiv,n.donor.indiv.male,n.donor.indiv.female,n.fb.like,n.fb.share,n.fb.comment,n.fb.total,tle.count,f.tle.有捐款幫助的想法,f.tle.不忍觀看.想要迴避,f.tle.不舒服,f.tle.沮喪.無力,f.tle.難過,f.tle.同情,f.tle.可憐,f.tle.生活艱苦.極需幫助,tleximg.count,f.tleximg.有捐款幫助的想法,f.tleximg.不忍觀看.想要迴避,f.tleximg.誠實,f.tleximg.不舒服,f.tleximg.沮喪.無力,f.tleximg.難過,f.tleximg.同情,f.tleximg.可憐,f.tleximg.可信任,f.tleximg.生活艱苦.極需幫助,f.tleximg.吸引力,f.tleximg.體型,f.meta.reporter.記者1,f.meta.reporter.記者2,f.meta.reporter.記者3,f.meta.reporter.記者4,f.meta.reporter.記者5,f.meta.reporter.記者6,f.meta.reporter.記者7,f.meta.reporter.記者8,dt.published.monthday,dt.published.weekday,f.meta.day.of.week.Fri,f.meta.day.of.week.Mon,f.meta.day.of.week.Sun,f.meta.day.of.week.Thu,f.meta.day.of.week.Tue,f.meta.day.of.week.Wed,f.meta.word.count,f.meta.word.count.scale,f.meta.image.count,dt.published.month,f.meta.month.Apr,f.meta.month.Aug,f.meta.month.Dec,f.meta.month.Feb,f.meta.month.Jan,f.meta.month.Jul,f.meta.month.Jun,f.meta.month.Mar,f.meta.month.May,f.meta.month.Nov,f.meta.month.Oct,f.meta.month.Sep,day.from.start,donor.org,donation.org,donation.med.org,donation.mean.org,f.any.adult.condition,f.any.adult.disability,f.any.adult.disease,f.any.adult.event,f.any.adult.habit,f.any.child.condition,f.any.child.disability,f.any.child.disease,f.any.child.event,f.any.child.habit,f.any.child_infant.condition,f.any.child_infant.disability,f.any.child_infant.disease,f.any.child_infant.event,f.any.child_infant.habit,f.any.condition.受家人看護,f.any.condition.固定回診,f.any.condition.在外成家或工作,f.any.condition.失聯,f.any.condition.有穩定工作,f.any.condition.植物人,f.any.condition.死亡,f.any.condition.無穩定工作,f.any.condition.現正住院,f.any.condition.看護家人,f.any.condition.臥病在家,f.any.condition.身體癱瘓,f.any.dead.adult,f.any.dead.child,f.any.dead.child_infant,f.any.dead.elder,f.any.dead.elder_adult,f.any.dead.infant,f.any.disability.味覺,f.any.disability.嗅覺,f.any.disability.智能,f.any.disability.皮膚,f.any.disability.精神,f.any.disability.聽覺,f.any.disability.肢體,f.any.disability.視覺,f.any.disability.言語,f.any.disease.呼吸道,f.any.disease.失智,f.any.disease.心血管,f.any.disease.炎,f.any.disease.癌,f.any.disease.精神,f.any.disease.糖尿病,f.any.disease.肝,f.any.disease.脊椎,f.any.disease.腎,f.any.disease.腦,f.any.disease.關節,f.any.disease.鬱,f.any.elder_adult.condition,f.any.elder_adult.disability,f.any.elder_adult.disease,f.any.elder_adult.event,f.any.elder_adult.habit,f.any.elder.condition,f.any.elder.disability,f.any.elder.disease,f.any.elder.event,f.any.elder.habit,f.any.event.人為事故,f.any.event.債務,f.any.event.入獄,f.any.event.喪偶,f.any.event.天然災害,f.any.event.失業,f.any.event.婚變,f.any.event.家暴,f.any.event.急性病症,f.any.event.意外事故,f.any.event.慢性病症,f.any.event.自殺,f.any.event.輟學,f.any.event.遺傳病症,f.any.event.離婚,f.any.habit.吃檳榔,f.any.habit.吸毒,f.any.habit.喝酒,f.any.habit.抽菸,f.any.habit.賭博,f.any.habit.過勞,f.any.infant.condition,f.any.infant.disability,f.any.infant.disease,f.any.infant.event,f.any.infant.habit,f.any.student,f.any.subsidized,f.any.零工,f.subject.condition.受家人看護,f.subject.condition.固定回診,f.subject.condition.在外成家或工作,f.subject.condition.失聯,f.subject.condition.有穩定工作,f.subject.condition.植物人,f.subject.condition.死亡,f.subject.condition.無穩定工作,f.subject.condition.現正住院,f.subject.condition.看護家人,f.subject.condition.臥病在家,f.subject.condition.身體癱瘓,f.subject.disability.味覺,f.subject.disability.嗅覺,f.subject.disability.智能,f.subject.disability.皮膚,f.subject.disability.精神,f.subject.disability.聽覺,f.subject.disability.肢體,f.subject.disability.視覺,f.subject.disability.言語,f.subject.disease.呼吸道,f.subject.disease.失智,f.subject.disease.心血管,f.subject.disease.炎,f.subject.disease.癌,f.subject.disease.精神,f.subject.disease.糖尿病,f.subject.disease.肝,f.subject.disease.脊椎,f.subject.disease.腎,f.subject.disease.腦,f.subject.disease.關節,f.subject.disease.鬱,f.subject.event.人為事故,f.subject.event.債務,f.subject.event.入獄,f.subject.event.喪偶,f.subject.event.天然災害,f.subject.event.失業,f.subject.event.婚變,f.subject.event.家暴,f.subject.event.急性病症,f.subject.event.意外事故,f.subject.event.慢性病症,f.subject.event.自殺,f.subject.event.輟學,f.subject.event.遺傳病症,f.subject.event.離婚,f.subject.gender,f.subject.habit.吃檳榔,f.subject.habit.吸毒,f.subject.habit.喝酒,f.subject.habit.抽菸,f.subject.habit.賭博,f.subject.habit.過勞,f.subject.student,f.subject.subsidized,f.subject.零工,f.age.max,f.age.min,f.all.dead.adult,f.all.dead.child,f.all.dead.child_infant,f.all.dead.elder,f.all.dead.elder_adult,f.all.dead.infant,f.finance.below.poverty.line,f.finance.income.source,f.count.adult,f.count.adult.female,f.count.adult.male,f.count.child,f.count.child.female,f.count.child_infant,f.count.child_infant.female,f.count.child_infant.male,f.count.child.male,f.count.elder,f.count.elder_adult,f.count.elder_adult.female,f.count.elder_adult.male,f.count.elder.female,f.count.elder.male,f.count.female,f.count.infant,f.count.infant.female,f.count.infant.male,f.count.male,f.count.members,f.count.minority,f.count.minority.female,f.count.minority.male,f.count.student,f.ratio.adult,f.ratio.adult.female,f.ratio.adult.male,f.ratio.child,f.ratio.child.female,f.ratio.child_infant,f.ratio.child_infant.female,f.ratio.child_infant.male,f.ratio.child.male,f.ratio.elder,f.ratio.elder_adult,f.ratio.elder_adult.female,f.ratio.elder_adult.male,f.ratio.elder.female,f.ratio.elder.male,f.ratio.female,f.ratio.infant,f.ratio.infant.female,f.ratio.infant.male,f.ratio.male,f.ratio.minority,f.ratio.minority.female,f.ratio.minority.male,f.ratio.student,relation.all,f.relation.any.divorce,f.relation.any.kids,f.relation.any.kids.dead,f.relation.any.marriage,f.relation.any.parents.alive,f.relation.any.sibilings,f.relation.both.parents.alive,f.relation.has.adoption,f.relation.has.divorce,f.relation.has.grandparenting,f.relation.is.cohabitation,relation.others,relation.subject,subject.age,f.subject.age.L1_3_40,f.subject.age.L2_41_48,f.subject.age.L3_49_92,f.subject.gender.age.F_L1_3_40,f.subject.gender.age.F_L2_41_48,f.subject.gender.age.F_L3_49_92,f.subject.gender.age.M_L1_3_40,f.subject.gender.age.M_L2_41_48,f.subject.gender.age.M_L3_49_92,f.subject.marital.status.lose.married,f.subject.marital.status.married,f.subject.marital.status.NA.,f.subject.marital.status.unmarried,f.finance.income.level.L1_300_9600,f.finance.income.level.L2_9650_18000,f.finance.income.level.L3_18200_100000,f.finance.income.level.NA,f.finance.expense.level.L1_40_7000,f.finance.expense.level.L2_7200_14500,f.finance.expense.level.L3_14700_200000,f.finance.expense.level.NA,rank,dep
A2976,2013-01-17,2013-03-01,924890.729082547,1067.03237961218,單親癌媽化療 醫院餵嬰,記者1,424.55726097645,806.523271292112,1,20000,200,1000,2,908,http://www.appledaily.com.tw/appledaily/article/headline/20130117/34774627,http://www.appledaily.com.tw/charity/projdetail/proj/A2976,1033,600,433,27,13,5,45,4,4.5,4.25,5,4.75,4.25,5,5,5.25,3,4.33,3.33,4.33,3.67,4.33,4.33,5,5,5,4,4,3.33,1,0,0,0,0,0,0,0,17,Thu,0,0,0,1,0,0,908,2.95808584852109,2,Jan,0,0,0,0,1,0,0,0,0,0,0,0,1843,1195,1071761,500,896.871129707113,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.666666666666667,0,0,0,0,0,0,0,0,2,0,1,1,0,3,0,1,0,0,2,0,1,0,0,0,2,0,1,2,1,3,0,1,0,0.4,0,0.2,0.2,0,0.6,0,0.2,0,0,0.4,0,0.2,0,0,0,0.4,0,0.2,0.4,0.6,0,0.2,0,分手;生育,0,1,0,0,0,0,0,0,0,0,0,,分手;生育,43,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,11,2
A1982,2009-09-18,2009-10-25,789909.813116948,1066.4856455285,車禍家破 癱婦：怎養活2子,記者5,534.479951091206,758.340719267105,2,10000,192,1000,2,834,http://www.appledaily.com.tw/appledaily/article/headline/20090918/31949060,http://www.appledaily.com.tw/charity/projdetail/proj/A1982,880,515,365,0,0,0,0,4,4,3.25,2.5,3.25,3.75,5,5.25,5.25,3,4,2.33,4.67,3,4.33,5,5.33,6.33,4.67,6.33,3.67,3.67,0,0,0,0,1,0,0,0,18,Fri,1,0,0,0,0,0,834,2.92116605063774,2,Sep,0,0,0,0,0,0,0,0,0,0,0,1,626,1008,722785,500,717.048611111111,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,4,0,0,0,0,0,0,1,0,2,0,1,1,0,2,0,1,0,2,4,0,2,0,1,0,1,0,1,3,5,2,0,1,1,0.333333333333333,0,0.166666666666667,0.166666666666667,0,0.333333333333333,0,0.166666666666667,0,0.333333333333333,0.666666666666667,0,0.333333333333333,0,0.166666666666667,0,0.166666666666667,0,0.166666666666667,0.5,0.333333333333333,0,0.166666666666667,0.166666666666667,兄弟姊妹;生育;結婚,0,1,0,1,0,0,0,0,0,0,0,兄弟姊妹;生育,生育;結婚,29,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,12,2
A2301,2010-10-22,2010-11-26,992707.373076088,1051.35593879012,日兼3工 癌婦苦養3子女,記者3,498.441205523591,942.859991836143,1,20000,200,1000,2,862,http://www.appledaily.com.tw/appledaily/article/headline/20101022/32903126,http://www.appledaily.com.tw/charity/projdetail/proj/A2301,934,565,369,1,0,0,1,3,4.67,2.33,2.33,2.67,3,4.67,4.67,5.33,3,4.33,3,4.33,3,2.67,3.67,4.67,5.33,4.33,5.33,4,2.67,0,0,1,0,0,0,0,0,22,Fri,1,0,0,0,0,0,862,2.93550726582471,2,Oct,0,0,0,0,0,0,0,0,0,0,1,0,1025,1054,995742,500,944.726755218216,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,80,3,0,0,0,0,0,0,0,1,3,0,2,3,0,4,0,3,2,1,4,0,3,0,1,0,1,0,1,6,7,4,0,3,3,0.375,0,0.25,0.375,0,0.5,0,0.375,0.25,0.125,0.5,0,0.375,0,0.125,0,0.125,0,0.125,0.75,0.5,0,0.375,0.375,生育;離婚,1,1,0,0,1,0,0,0,1,0,0,生育,生育;離婚,45,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,13,2
A2912,2012-11-02,2012-12-07,880290.431947473,1050.67613327664,母罹癌 幼女泡麵吃1周,記者8,431.42178394171,786.593530263323,1,20000,200,1000,2,809,http://www.appledaily.com.tw/appledaily/article/headline/20121102/34614303,http://www.appledaily.com.tw/charity/projdetail/proj/A2912,1022,587,435,21,18,3,42,3,2.67,1.67,2,2,3.67,4.33,4.67,5.33,3,2.33,3,5,3,2.67,3,2.67,3,4.67,3.33,3,4.67,0,0,0,0,0,0,0,1,2,Fri,1,0,0,0,0,0,809,2.90794852161227,2,Nov,0,0,0,0,0,0,0,0,0,1,0,0,1767,1167,1013797,500,868.720651242502,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,12,0,0,0,0,0,0,1,1,2,0,1,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,2,1,0,0,1,0.666666666666667,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0.333333333333333,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0.333333333333333,生育;離婚,1,1,0,0,0,0,0,0,1,0,0,,生育;離婚,53,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,14,2
A2959,2013-01-06,2013-02-18,964880.949234049,1049.71765974783,母逝 3孤女來不及道別,記者1,425.550810353001,854.563923936746,1,25000,200,1000,2,904,http://www.appledaily.com.tw/appledaily/article/headline/20130106/34752085,http://www.appledaily.com.tw/charity/projdetail/proj/A2959,1022,615,407,17,12,2,31,2,3.5,3,3.5,4,4,4.5,4.5,3.5,5,4.4,3.4,4.4,3.2,4.4,4.8,4.8,4.8,4.8,4.2,4.6,3.2,1,0,0,0,0,0,0,0,6,Sun,0,0,1,0,0,0,904,2.95616843047536,2,Jan,0,0,0,0,1,0,0,0,0,0,0,0,1832,1176,1109817,500,943.72193877551,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,8,0,0,0,0,0,0,0,0,3,0,1,1,0,3,0,0,0,2,5,0,2,0,1,0,2,0,0,2,1,3,0,0,0,0.375,0,0.125,0.125,0,0.375,0,0,0,0.25,0.625,0,0.25,0,0.125,0,0.25,0,0,0.25,0.375,0,0,0,兄弟姊妹;生育;結婚;領養,0,0,0,0,0,1,0,1,0,0,0,兄弟姊妹;生育;結婚;領養,兄弟姊妹;生育;領養,16,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,15,2
A2695,2012-02-21,2012-03-27,919101.17182321,1029.74399096658,夫猝逝 婦打工養5老小,記者6,454.45406494357,855.816050074297,1,50000,100,1000,2,784,http://www.appledaily.com.tw/appledaily/article/headline/20120221/34037822,http://www.appledaily.com.tw/charity/projdetail/proj/A2695,951,583,368,0,0,0,0,4,4,2.75,3.25,3.25,4.75,5,5,5.25,5,4.2,3,4.6,3.4,3.6,4.8,5.2,4.8,4.4,5.2,3.8,3.2,0,0,0,0,0,1,0,0,21,Tue,0,0,0,0,1,0,784,2.89431606268444,2,Feb,0,0,0,1,0,0,0,0,0,0,0,0,1512,1107,1007769,500,910.360433604336,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71,8,0,0,0,0,0,0,0,3,2,0,1,3,0,3,0,3,3,2,4,0,2,0,1,0,0,0,0,5,5,3,0,3,3,0.285714285714286,0,0.142857142857143,0.428571428571429,0,0.428571428571429,0,0.428571428571429,0.428571428571429,0.285714285714286,0.571428571428571,0,0.285714285714286,0,0.142857142857143,0,0,0,0,0.714285714285714,0.428571428571429,0,0.428571428571429,0.428571428571429,生育;結婚,0,1,0,1,0,0,0,0,0,0,0,生育;結婚,生育;結婚,38,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,16,2
A2334,2010-11-25,2010-12-28,1373799.87442599,1028.14689109813,氣爆焚身 男1年植皮20次,記者4,495.370234723343,1329.21712130296,1,100000,200,1000,2,1476,http://www.appledaily.com.tw/appledaily/article/headline/20101125/32987271,http://www.appledaily.com.tw/charity/projdetail/proj/A2334,922,473,449,0,0,0,0,3,4,4.67,4,3.67,5,5,5.67,4.33,3,3,3.67,4.67,3.33,2.33,4,4.33,6,4.67,4.33,4.33,2.67,0,0,0,1,0,0,0,0,25,Thu,0,0,0,1,0,0,1476,3.16908635748702,2,Nov,0,0,0,0,0,0,0,0,0,1,0,0,1059,1036,1382813,500,1334.76158301158,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,28,0,0,0,0,0,0,0,0,2,0,1,3,0,3,0,1,1,0,2,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0.4,0,0.2,0.6,0,0.6,0,0.2,0.2,0,0.4,0,0.2,0,0,0,0,0,0,0.4,0.2,0,0,0,同居;生育;結婚,0,1,0,1,0,0,0,0,0,0,0,同居,生育;結婚,52,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,17,2
A3013,2013-03-11,2013-04-12,684879.304716217,1027.91239350408,一家3憨傻 高三女扛家,記者6,419.770159434887,626.487128315299,2,20000,100,1000,2,867,http://www.appledaily.com.tw/appledaily/article/headline/20130311/34878619,http://www.appledaily.com.tw/charity/projdetail/proj/A3013,1002,598,404,5,5,3,13,2,4.5,2.5,2.5,5,5,5,5,5.5,5,4.6,3.2,4.6,2.8,5,4.4,5,4.8,4.2,5,3,4,0,0,0,0,0,1,0,0,11,Mon,0,1,0,0,0,0,867,2.93801909747621,2,Mar,0,0,0,0,0,0,0,1,0,0,0,0,1896,1164,841069,500,722.567869415808,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,62,12,0,0,0,0,0,0,1,1,0,0,0,3,0,3,0,2,2,2,2,0,1,0,1,0,0,0,0,3,1,3,0,2,2,0,0,0,0.6,0,0.6,0,0.4,0.4,0.4,0.4,0,0.2,0,0.2,0,0,0,0,0.6,0.6,0,0.4,0.4,生育,0,0,0,0,1,0,0,0,0,0,0,生育,生育,14,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,18,2
A1697,2008-09-26,2008-11-04,844552.04894298,1021.18064629442,婦拾荒月掙1200元養癱父,記者2,566.725144493809,866.970715915186,2,20000,200,1000,2,863,http://www.appledaily.com.tw/appledaily/article/headline/20080926/30992107,http://www.appledaily.com.tw/charity/projdetail/proj/A1697,797,449,348,0,0,0,0,4,4.75,3.5,3.5,5,4.5,5.5,5.25,5.25,5,5.8,4,5.6,3.8,5,5.2,5.6,6.2,5.8,6.4,5,2,0,1,0,0,0,0,0,0,26,Fri,1,0,0,0,0,0,863,2.93601079571521,2,Sep,0,0,0,0,0,0,0,0,0,0,0,1,269,908,714653,500,787.062775330396,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,0,0,0,0,0,0,0,0,4,0,2,1,0,4,0,4,1,0,4,0,2,0,0,0,3,0,3,6,7,4,0,4,1,0.5,0,0.25,0.125,0,0.5,0,0.5,0.125,0,0.5,0,0.25,0,0,0,0.375,0,0.375,0.75,0.5,0,0.5,0.125,生育;結婚,0,1,0,1,1,0,0,0,0,0,0,結婚,生育;結婚,30,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,19,2
A2439,2011-04-12,2011-05-21,1101652.20343441,1021.00428576004,母成植物人 6姊弟求天助,記者6,482.90570618116,1060.41507645616,1,100000,200,1000,2,894,http://www.appledaily.com.tw/appledaily/article/headline/20110412/33310659,http://www.appledaily.com.tw/charity/projdetail/proj/A2439,921,582,339,0,0,0,0,3,4.67,3.33,3.67,4,4,3.33,3.67,3.67,2,4,4.5,4,4,4,4.5,4.5,4,4,4,4,3.5,0,0,0,0,0,1,0,0,12,Tue,0,0,0,0,1,0,894,2.95133751879592,2,Apr,1,0,0,0,0,0,0,0,0,0,0,0,1197,1050,1134931,500,1080.88666666667,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,62,6,0,0,0,0,0,0,1,0,3,0,1,3,0,5,0,2,1,0,3,0,1,0,0,0,2,0,1,3,4,5,0,2,3,0.375,0,0.125,0.375,0,0.625,0,0.25,0.125,0,0.375,0,0.125,0,0,0,0.25,0,0.125,0.375,0.625,0,0.25,0.375,同居;沒關係;生育,0,0,0,0,1,0,0,0,0,0,0,同居;沒關係;生育,生育,15,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,20,2
A2085,2010-01-27,2010-03-09,835083.00949451,1020.41549118582,父母中風 工讀獨子摔癱,記者6,522.647681243192,832.614006199474,2,10000,200,1000,1,942,http://www.appledaily.com.tw/appledaily/article/headline/20100127/32260371,http://www.appledaily.com.tw/charity/projdetail/proj/A2085,845,492,353,0,1,1,2,3,7,4,4.67,6,6.67,7,7,7,2,5.5,5,5,5,5,5.5,5,5.5,5,5.5,5,4.5,0,0,0,0,0,1,0,0,27,Wed,0,0,0,0,0,1,942,2.97405090279288,1,Jan,0,0,0,0,1,0,0,0,0,0,0,0,757,982,790993,500,805.491853360489,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,1,1,1,2,0,1,0,1,0,0,0,0,2,3,1,0,1,1,0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0.666666666666667,0.333333333333333,0,0.333333333333333,0.333333333333333,生育;結婚,0,1,0,1,0,0,0,0,0,0,0,生育,生育;結婚,44.2579769178547,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,21,2
